Full_Date,Holidays_Count,Days,PM2.5,PM10,NO2,SO2,CO,Ozone,AQI,Weekday,IsWeekend,AQI_Category,PM2.5_PM10_Ratio,NO2_SO2_Ratio
2021-07-28,0,3,24.57,32.89,16.14,6.06,0.58,23.33,34,Wednesday,0,Good,0.7470353459910775,2.6633619416469614
2021-07-29,0,4,31.12,60.07,18.29,6.78,0.65,22.73,49,Thursday,0,Good,0.518062174452776,2.6976361391797354
2021-07-30,0,5,29.74,40.97,56.05,7.3,0.8,29.3,53,Friday,0,Satisfactory,0.7258968206256234,7.6780716738744195
2021-07-31,0,6,37.02,80.5,20.07,6.39,0.81,28.98,55,Saturday,1,Satisfactory,0.459875719270097,3.1408401551797263
2021-08-01,1,7,45.89,59.77,19.15,9.89,0.88,18.48,99,Sunday,1,Satisfactory,0.7677763480380879,1.936297334380855
2021-08-02,0,1,44.42,56.22,21.79,12.87,0.98,17.44,76,Monday,0,Satisfactory,0.7901101404997971,1.6930833775575933
2021-08-03,0,2,33.9,53.49,23.08,13.88,0.54,13.18,54,Tuesday,0,Satisfactory,0.6337632017642172,1.6628230094935088
2021-08-04,0,3,35.7,69.66,23.56,12.16,0.5,19.4,59,Wednesday,0,Satisfactory,0.5124891598493885,1.9374984066624945
2021-08-05,0,4,48.55,86.49,24.25,12.05,0.54,21.78,93,Thursday,0,Satisfactory,0.5613365057999183,2.012446462700031
2021-08-06,0,5,49.27,96.53,6.8,3.61,1.16,16.85,104,Friday,0,Moderate,0.5104112182315116,1.8836512918246764
2021-08-07,0,6,57.15,98.51,24.04,8.28,0.81,15.96,106,Saturday,1,Moderate,0.5801440889103553,2.903378136016744
2021-08-08,1,7,49.75,64.09,28.19,7.55,0.89,13.84,88,Sunday,1,Satisfactory,0.7762520243014472,3.733769889046505
2021-08-09,0,1,58.02,88.0,30.15,7.7,1.19,14.77,97,Monday,0,Satisfactory,0.6593181068956697,3.915579330416454
2021-08-10,0,2,46.72,149.79,29.09,7.71,0.58,14.54,101,Tuesday,0,Moderate,0.3119033105078236,3.7730171556197725
2021-08-11,0,3,53.16,164.97,44.66,8.15,0.48,15.95,146,Wednesday,0,Moderate,0.3222403878135183,5.479747877609966
2021-08-12,0,4,40.67,151.31,26.57,8.24,0.41,39.92,151,Thursday,0,Moderate,0.26878591839363436,3.2245106498657163
2021-08-13,0,5,41.29,167.99,22.04,7.46,0.47,66.02,139,Friday,0,Moderate,0.2457884251569483,2.954419632145265
2021-08-14,0,6,42.79,190.31,23.75,7.37,0.43,68.92,166,Saturday,1,Moderate,0.22484366429280309,3.222519372429617
2021-08-15,1,7,37.18,123.48,20.61,8.16,0.43,68.21,119,Sunday,1,Moderate,0.30110136855350106,2.5257321988575994
2021-08-16,0,1,40.98,134.95,20.99,7.28,0.48,57.5,115,Monday,0,Moderate,0.3036680026922562,2.8832377977502777
2021-08-17,0,2,55.64,159.26,18.93,7.48,0.63,53.16,144,Tuesday,0,Moderate,0.3493657949663572,2.5307452797522996
2021-08-18,0,3,66.42,167.05,21.59,7.54,0.75,57.0,146,Wednesday,0,Moderate,0.3976054835315484,2.863391427862828
2021-08-19,0,4,84.47,181.2,30.64,7.75,1.02,64.39,163,Thursday,0,Moderate,0.4661699521981263,3.9535432857505994
2021-08-20,1,5,45.09,66.46,24.28,9.13,0.68,56.36,107,Friday,0,Moderate,0.6784531028508723,2.6593618188808117
2021-08-21,0,6,28.0,24.6,24.01,7.63,0.57,45.26,49,Saturday,1,Good,1.1382109194264554,3.146784866599127
2021-08-22,1,7,38.59,46.83,46.07,7.44,0.94,39.06,53,Sunday,1,Satisfactory,0.8240442400076362,6.192195978231212
2021-08-23,0,1,41.84,71.74,30.66,6.6,0.78,41.03,73,Monday,0,Satisfactory,0.5832170918292318,4.6454475068977175
2021-08-24,0,2,51.28,93.19,29.03,7.41,1.07,39.93,86,Tuesday,0,Satisfactory,0.5502735754615757,3.9176735254068484
2021-08-25,0,3,45.47,141.03,32.64,7.61,0.65,44.65,108,Wednesday,0,Moderate,0.32241364798882166,4.289087662171272
2021-08-26,0,4,45.32,158.52,27.0,6.86,0.52,47.87,125,Thursday,0,Moderate,0.2858945063150071,3.935854320912069
2021-08-27,0,5,46.5,158.08,29.94,6.88,0.47,41.37,146,Friday,0,Moderate,0.2941548396916219,4.351737860846133
2021-08-28,0,6,47.74,123.63,38.53,6.91,0.77,31.44,131,Saturday,1,Moderate,0.38615219718901583,5.575968775732597
2021-08-29,1,7,58.68,116.87,25.47,7.14,0.79,34.54,111,Sunday,1,Moderate,0.5020963034058096,3.5672218946472065
2021-08-30,1,1,25.59,46.3,25.33,7.63,0.42,32.27,67,Monday,0,Satisfactory,0.5526996646437009,3.319785950477129
2021-08-31,0,2,29.47,39.15,27.81,7.24,0.62,33.01,45,Tuesday,0,Good,0.7527456570253749,3.8411549155318845
2021-09-01,0,3,31.18,28.48,23.23,7.11,0.53,33.35,53,Wednesday,0,Satisfactory,1.094802986375356,3.2672246593183414
2021-09-02,0,4,42.23,53.21,22.78,7.46,0.93,34.63,37,Thursday,0,Good,0.7936476614080695,3.0536152096310865
2021-09-03,0,5,37.07,45.6,27.61,8.53,0.56,33.25,53,Friday,0,Satisfactory,0.8129384182152591,3.236807459780235
2021-09-04,0,6,40.13,50.65,32.74,8.71,1.3,29.96,46,Saturday,1,Good,0.7922999422902385,3.758893502992534
2021-09-05,1,7,48.88,78.56,31.81,9.96,1.68,39.8,86,Sunday,1,Satisfactory,0.6221995134674754,3.1937718938033193
2021-09-06,0,1,66.59,94.23,33.14,8.55,1.56,45.01,126,Monday,0,Moderate,0.7066750815371875,3.8760188584574755
2021-09-07,0,2,45.95,70.27,25.04,8.55,0.58,40.35,94,Tuesday,0,Satisfactory,0.6539062681220623,2.928651545436789
2021-09-08,0,3,36.32,73.63,26.7,8.7,0.66,39.22,61,Wednesday,0,Satisfactory,0.49327712980074295,3.0689619896988627
2021-09-09,0,4,41.9,80.16,34.95,8.88,0.71,44.57,84,Thursday,0,Satisfactory,0.5227045256107129,3.935806378596421
2021-09-10,0,5,41.77,72.74,30.49,8.89,0.58,38.25,77,Friday,0,Satisfactory,0.5742369295797458,3.4296924300422607
2021-09-11,0,6,31.73,31.49,29.61,8.78,0.44,35.2,49,Saturday,1,Good,1.0076211471511125,3.372433516590528
2021-09-12,1,7,37.69,53.58,25.28,8.83,0.56,34.77,37,Sunday,1,Good,0.7034339859212418,2.8629639151031543
2021-09-13,0,1,35.27,51.81,24.77,8.89,0.65,35.23,67,Monday,0,Satisfactory,0.6807564792981124,2.7862735812445654
2021-09-14,0,2,34.25,67.3,22.61,7.69,0.48,33.55,44,Tuesday,0,Good,0.508915228987336,2.9401782312376707
2021-09-15,0,3,35.11,79.59,40.22,3.59,0.89,26.56,71,Wednesday,0,Satisfactory,0.4411357656570215,11.203311411388826
2021-09-16,0,4,41.28,75.33,39.2,3.85,1.22,22.11,95,Thursday,0,Satisfactory,0.5479887763190261,10.181791735605882
2021-09-17,0,5,23.99,44.07,26.73,3.76,0.35,10.26,37,Friday,0,Good,0.5443611199543634,7.109023646213707
2021-09-18,0,6,31.95,64.68,4.46,1.92,1.1,13.02,60,Saturday,1,Satisfactory,0.49397023902748305,2.3229045682053737
2021-09-19,1,7,40.98,94.91,7.13,2.2,1.12,15.55,89,Sunday,1,Satisfactory,0.4317774279024941,3.2408943595710924
2021-09-20,0,1,40.95,98.19,8.41,2.46,0.97,17.79,91,Monday,0,Satisfactory,0.4170485368114333,3.4186852898971956
2021-09-21,0,2,33.1,70.33,8.45,1.93,1.02,13.28,89,Tuesday,0,Satisfactory,0.4706383519638345,4.378215656913694
2021-09-22,0,3,31.75,57.01,5.94,2.15,1.0,12.7,54,Wednesday,0,Satisfactory,0.5569197409367233,2.7627778475448954
2021-09-23,0,4,33.85,68.68,32.63,8.31,0.34,10.3,61,Thursday,0,Satisfactory,0.49286539125431106,3.926589739362528
2021-09-24,0,5,31.2,45.57,28.98,8.13,0.41,11.16,55,Friday,0,Satisfactory,0.6846608109148977,3.5645712612899616
2021-09-25,0,6,29.94,52.34,25.04,8.12,0.36,11.41,50,Saturday,1,Good,0.5720289315955422,3.083740044655118
2021-09-26,1,7,39.82,60.03,28.45,8.19,0.53,13.06,55,Sunday,1,Satisfactory,0.6633348886665186,3.473744232302525
2021-09-27,0,1,57.51,110.73,32.18,8.25,0.7,12.82,102,Monday,0,Moderate,0.5193713971487945,3.9006013326044453
2021-09-28,0,2,48.43,99.35,32.47,8.2,0.57,12.13,103,Tuesday,0,Moderate,0.48746849648027213,3.959751268596014
2021-09-29,0,3,44.98,95.02,29.83,8.09,0.72,12.02,86,Wednesday,0,Satisfactory,0.47337397670238085,3.6872636745813665
2021-09-30,0,4,34.88,80.39,32.85,7.29,0.88,12.77,82,Thursday,0,Satisfactory,0.4338847575712455,4.5061666582076025
2021-10-01,0,5,56.87,137.83,38.56,9.12,1.24,14.74,108,Friday,0,Moderate,0.412609706695951,4.228065539401822
2021-10-02,1,6,66.65,107.55,28.64,8.2,0.74,14.66,130,Saturday,1,Moderate,0.6197117043503763,3.4926786674650403
2021-10-03,1,7,46.59,106.1,23.52,8.64,0.64,14.95,91,Sunday,1,Satisfactory,0.43911400196852013,2.722219071505704
2021-10-04,0,1,37.73,105.88,20.43,8.79,0.61,15.15,94,Monday,0,Satisfactory,0.3563467740511169,2.3242294377367037
2021-10-05,0,2,41.88,96.77,33.02,9.17,0.79,22.7,105,Tuesday,0,Moderate,0.4327787090235911,3.6008684832404767
2021-10-06,0,3,45.09,92.96,28.48,9.52,0.69,20.95,85,Wednesday,0,Satisfactory,0.48504728000782277,2.9915934962253194
2021-10-07,0,4,64.65,117.52,44.95,9.55,0.87,33.12,105,Thursday,0,Moderate,0.5501190818482742,4.706801354134708
2021-10-08,0,5,68.31,179.04,40.87,7.71,1.13,38.89,138,Friday,0,Moderate,0.38153483123688386,5.30090103644483
2021-10-09,0,6,79.29,214.39,52.39,7.74,1.22,37.67,181,Saturday,1,Moderate,0.3698399939437477,6.768725105006324
2021-10-10,1,7,77.59,186.18,44.57,7.74,1.39,37.77,181,Sunday,1,Moderate,0.4167472114756036,5.758390493035539
2021-10-11,0,1,79.17,207.03,46.88,8.22,1.78,36.23,168,Monday,0,Moderate,0.3824083281452771,5.703156078885549
2021-10-12,0,2,79.44,199.22,44.2,7.93,1.48,38.5,181,Tuesday,0,Moderate,0.3987551250499385,5.5737634630977775
2021-10-13,0,3,75.56,181.8,31.41,7.78,0.96,57.19,146,Wednesday,0,Moderate,0.41562153929474477,4.037269874974454
2021-10-14,0,4,76.6,182.05,42.55,7.8,0.99,61.36,171,Thursday,0,Moderate,0.4207635033911835,5.455121211383062
2021-10-15,1,5,99.7,194.26,49.88,8.0,1.37,55.28,199,Friday,0,Moderate,0.51322966574541,6.234992206259743
2021-10-16,0,6,145.48,248.36,50.86,8.14,1.85,50.33,273,Saturday,1,Poor,0.5857625790883161,6.248149572297822
2021-10-17,1,7,224.0,260.6,48.41,8.07,1.9,34.06,327,Sunday,1,Very Poor,0.8595548403854628,5.998753409227498
2021-10-18,0,1,27.65,22.37,24.42,7.84,0.51,27.19,32,Monday,0,Good,1.2360298453152232,3.114791945418437
2021-10-19,1,2,48.43,81.37,27.97,7.93,0.81,35.42,49,Tuesday,0,Good,0.5951824265475695,3.5271077842272582
2021-10-20,0,3,116.65,183.52,54.74,6.9,1.63,37.59,234,Wednesday,0,Poor,0.635625510264521,7.933321835765455
2021-10-21,0,4,82.51,208.51,58.77,5.82,1.39,35.41,193,Thursday,0,Moderate,0.39571241687629294,10.097920793950527
2021-10-22,0,5,77.12,160.18,46.57,5.88,0.93,29.88,165,Friday,0,Moderate,0.481458329288405,7.920054557730345
2021-10-23,0,6,155.65,150.32,73.91,5.31,2.39,26.86,151,Saturday,1,Moderate,1.0354576213772206,13.918994502835213
2021-10-24,1,7,85.65,173.32,10.92,3.71,0.82,32.16,187,Sunday,1,Moderate,0.4941726001515925,2.943388292753928
2021-10-25,0,1,58.93,107.75,10.15,3.4,0.63,22.01,84,Monday,0,Satisfactory,0.5469141023745613,2.9852853373960664
2021-10-26,0,2,63.12,127.72,44.68,4.75,1.25,39.95,98,Tuesday,0,Satisfactory,0.4942060370963015,9.406295986745292
2021-10-27,0,3,94.53,193.14,55.06,4.99,1.6,45.57,162,Wednesday,0,Moderate,0.4894376882345611,11.034046023955865
2021-10-28,0,4,166.48,216.63,62.98,5.41,2.07,42.99,168,Thursday,0,Moderate,0.7684992490190994,11.641383287646418
2021-10-29,0,5,164.44,230.99,67.24,5.71,1.88,31.06,198,Friday,0,Moderate,0.7118922588903304,11.775811250768387
2021-10-30,0,6,122.44,198.8,63.88,5.51,1.42,42.39,259,Saturday,1,Poor,0.6158953412527494,11.593445383946673
2021-10-31,1,7,142.65,245.63,56.07,5.8,1.64,40.01,293,Sunday,1,Poor,0.5807515132210433,9.667224711681532
2021-11-01,0,1,151.11,255.77,97.32,7.55,4.7,28.41,277,Monday,0,Poor,0.5908042150836996,12.890049152252779
2021-11-02,0,2,137.05,237.8,76.1,6.4,2.58,34.32,295,Tuesday,0,Poor,0.5763246183210842,11.890606420927467
2021-11-03,0,3,172.52,277.81,95.15,7.33,3.39,31.81,309,Wednesday,0,Very Poor,0.6209999416507707,12.980882700023603
2021-11-04,1,4,271.39,380.04,67.34,8.67,2.88,30.77,394,Thursday,0,Very Poor,0.714109022363198,7.767003728946103
2021-11-05,0,5,275.97,492.19,68.63,9.42,3.3,24.64,384,Friday,0,Very Poor,0.5606980929986776,7.285554898561679
2021-11-06,0,6,248.18,348.85,58.21,8.49,2.47,35.37,402,Saturday,1,Severe,0.7114232274208621,6.856293455484741
2021-11-07,1,7,235.88,356.91,73.39,8.55,2.52,36.57,403,Sunday,1,Severe,0.6608948849599371,8.583615691677553
2021-11-08,0,1,209.2,338.15,81.6,8.44,2.45,37.4,287,Monday,0,Poor,0.6186603395339246,9.668234990242903
2021-11-09,0,2,300.38,466.43,21.57,8.43,1.93,13.94,431,Tuesday,0,Severe,0.6439980137641659,2.5587158259598746
2021-11-10,0,3,252.45,317.7,121.53,8.75,3.07,28.78,255,Wednesday,0,Poor,0.794617538727808,13.889126983854876
2021-11-11,0,4,369.13,434.16,150.17,7.75,3.93,20.39,425,Thursday,0,Severe,0.8502164904593585,19.376749191291367
2021-11-12,0,5,387.18,451.81,101.76,7.96,4.02,23.8,489,Friday,0,Severe,0.8569531250536039,12.783903537809627
2021-11-13,0,6,285.55,348.41,22.52,7.85,3.01,29.3,415,Saturday,1,Severe,0.8195803559145732,2.8687861544125424
2021-11-14,1,7,222.71,287.86,13.21,8.04,2.34,26.54,359,Sunday,1,Very Poor,0.7736746761038465,1.6430327822975348
2021-11-15,0,1,224.86,283.28,12.06,7.76,2.16,26.84,374,Monday,0,Very Poor,0.7937729174748337,1.5541217086060457
2021-11-16,0,2,278.12,331.05,11.42,7.89,2.16,32.47,417,Tuesday,0,Severe,0.8401147609087823,1.4473999399240307
2021-11-17,0,3,240.34,287.99,11.22,8.23,2.41,34.0,390,Wednesday,0,Very Poor,0.8345428370935506,1.3633033252693496
2021-11-18,0,4,252.34,311.51,11.22,8.7,2.81,32.82,361,Thursday,0,Very Poor,0.8100542258658078,1.28965369005323
2021-11-19,1,5,252.25,407.59,28.93,7.84,1.62,25.25,402,Friday,0,Severe,0.6188817041909345,3.690046313716437
2021-11-20,0,6,227.78,279.56,11.58,8.46,1.86,16.4,401,Saturday,1,Severe,0.8147803400064266,1.3687927082828506
2021-11-21,1,7,182.25,221.87,10.55,7.76,1.12,32.5,319,Sunday,1,Very Poor,0.8214269247114561,1.359534330496997
2021-11-22,0,1,151.6,244.82,10.39,9.0,0.9,34.58,324,Monday,0,Very Poor,0.6192304297348897,1.1544431617298203
2021-11-23,0,2,174.02,254.28,11.78,9.26,1.85,24.65,311,Tuesday,0,Very Poor,0.6843636666523649,1.272136855143785
2021-11-24,0,3,278.41,370.8,14.12,9.13,3.88,40.12,398,Wednesday,0,Very Poor,0.750836009955879,1.5465481417873583
2021-11-25,0,4,299.04,389.01,13.27,9.34,3.45,30.88,429,Thursday,0,Severe,0.7687205786812531,1.4207693567779907
2021-11-26,0,5,277.22,337.28,12.56,9.3,3.07,36.52,414,Friday,0,Severe,0.8219283437521248,1.3505361822191588
2021-11-27,0,6,280.0,363.55,13.71,11.33,3.45,57.1,403,Saturday,1,Severe,0.7701828972580691,1.2100607148625642
2021-11-28,1,7,258.95,321.76,11.24,10.07,2.21,46.81,410,Sunday,1,Severe,0.804792366832659,1.1161855847213658
2021-11-29,0,1,220.47,285.13,11.45,10.6,2.13,50.73,376,Monday,0,Very Poor,0.7732262205581237,1.0801876602003206
2021-11-30,0,2,184.6,247.68,10.92,10.06,1.37,56.62,327,Tuesday,0,Very Poor,0.7453165073757869,1.0854859985228642
2021-12-01,0,3,276.66,358.33,11.05,6.14,2.27,32.43,391,Wednesday,0,Very Poor,0.7720815792124138,1.7996713360401697
2021-12-02,0,4,278.37,325.51,10.65,6.02,1.91,31.07,429,Thursday,0,Severe,0.8551810741549853,1.7691000513288186
2021-12-03,0,5,213.08,265.58,10.55,5.37,1.75,35.18,370,Friday,0,Very Poor,0.802319421555862,1.9646145910342814
2021-12-04,0,6,207.73,269.59,11.35,5.98,2.78,36.75,380,Saturday,1,Very Poor,0.7705404217315027,1.8979901371402388
2021-12-05,1,7,231.11,289.04,12.29,6.44,3.3,32.11,345,Sunday,1,Very Poor,0.7995778854283876,1.9083821298414132
2021-12-06,0,1,128.13,179.13,10.4,5.22,0.92,40.96,311,Monday,0,Very Poor,0.7152905311622547,1.9923333480204064
2021-12-07,0,2,113.25,213.0,16.47,2.71,0.93,15.91,255,Tuesday,0,Poor,0.5316901158830931,6.07746834882528
2021-12-08,0,3,135.38,243.35,22.68,3.51,1.05,16.77,266,Wednesday,0,Poor,0.5563180375460022,6.461520052649423
2021-12-09,0,4,193.46,327.61,23.9,3.56,1.3,12.65,332,Thursday,0,Very Poor,0.5905191968951132,6.713464288021663
2021-12-10,0,5,175.67,303.5,22.32,2.73,1.01,13.83,324,Friday,0,Very Poor,0.5788138194789516,8.17579422785997
2021-12-11,0,6,146.83,250.15,16.58,2.72,1.05,15.55,294,Saturday,1,Poor,0.5869677958437819,6.095565825125641
2021-12-12,1,7,186.97,312.46,20.76,2.5,1.47,16.08,289,Sunday,1,Poor,0.5983805735652381,8.303966784132864
2021-12-13,0,1,310.74,508.8,29.58,3.52,2.34,15.02,397,Monday,0,Very Poor,0.6107311200721085,8.40338521765563
2021-12-14,0,2,254.02,448.07,25.21,3.05,1.85,14.04,408,Tuesday,0,Severe,0.5669203346146733,8.265546670338786
2021-12-15,0,3,220.34,383.87,20.51,3.95,1.3,16.78,381,Wednesday,0,Very Poor,0.5739963900800691,5.1923919179951445
2021-12-16,0,4,228.92,374.35,17.62,3.58,1.08,15.76,383,Thursday,0,Very Poor,0.6115132733668152,4.921773961525247
2021-12-17,0,5,161.36,271.12,10.05,1.69,0.93,22.51,347,Friday,0,Very Poor,0.5951607924475956,5.946710374494826
2021-12-18,0,6,128.71,227.08,9.6,1.25,0.93,17.09,327,Saturday,1,Very Poor,0.5668046253829212,7.679938560491515
2021-12-19,1,7,159.71,267.73,15.01,2.4,1.04,16.73,301,Sunday,1,Very Poor,0.5965337991060472,6.254140607747468
2021-12-20,0,1,252.52,337.61,22.11,3.17,1.31,16.27,355,Monday,0,Very Poor,0.7479636045151624,6.9747414046012475
2021-12-21,0,2,365.37,577.09,26.84,4.5,1.99,15.14,444,Tuesday,0,Severe,0.6331248049156145,5.9644311901529115
2021-12-22,0,3,347.83,571.69,26.87,4.85,1.91,16.85,428,Wednesday,0,Severe,0.608424135310673,5.540194762485027
2021-12-23,0,4,408.83,679.54,37.89,6.68,2.52,16.67,468,Thursday,0,Severe,0.6016275627390947,5.672147197384436
2021-12-24,0,5,414.69,671.99,33.35,4.28,2.7,12.8,473,Friday,0,Severe,0.6171073882482271,7.7920378690704
2021-12-25,1,6,430.84,656.11,31.39,4.28,2.57,11.81,467,Saturday,1,Severe,0.6566581723086347,7.334095013796697
2021-12-26,1,7,432.88,595.44,26.81,3.25,2.02,7.09,490,Sunday,1,Severe,0.7269917921706336,8.249205387060346
2021-12-27,0,1,158.89,245.79,13.82,3.26,1.13,10.29,279,Monday,0,Poor,0.6464461269194789,4.239250799844172
2021-12-28,0,2,161.08,260.93,21.59,3.61,1.13,5.96,343,Tuesday,0,Very Poor,0.6173302948173728,5.9805928515433475
2021-12-29,0,3,141.64,238.91,15.9,2.39,0.95,8.25,284,Wednesday,0,Poor,0.5928592108802808,6.652691829741298
2021-12-30,0,4,164.51,290.17,18.49,3.49,0.97,11.31,296,Thursday,0,Poor,0.566943496331685,5.297979088885131
2021-12-31,0,5,181.46,287.61,19.89,2.33,1.1,11.41,315,Friday,0,Very Poor,0.6309237985145233,8.536444049596353
2022-01-01,0,6,258.39,300.41,19.4,7.78,2.74,32.37,389,Saturday,1,Very Poor,0.8601244678897351,2.4935700596785866
2022-01-02,1,7,277.7,325.39,20.99,8.06,2.99,29.64,415,Sunday,1,Severe,0.853437387337122,2.604215131246735
2022-01-03,0,1,305.63,376.27,26.21,8.01,3.34,31.7,406,Monday,0,Severe,0.8122624495106586,3.2721557151614045
2022-01-04,0,2,253.02,318.67,22.38,7.87,2.83,28.56,413,Tuesday,0,Severe,0.7939874856752288,2.843706678898756
2022-01-05,0,3,291.78,319.14,21.62,8.01,3.02,26.9,389,Wednesday,0,Very Poor,0.914269570900872,2.6991227226932306
2022-01-06,0,4,110.85,130.96,13.86,6.93,1.81,27.78,290,Thursday,0,Poor,0.8464415969424558,1.9999971140012787
2022-01-07,0,5,69.03,87.91,11.58,6.56,1.35,27.84,173,Friday,0,Moderate,0.785234810006278,1.7652412115225435
2022-01-08,0,6,48.56,53.88,6.31,6.54,1.1,27.01,90,Saturday,1,Satisfactory,0.9012618965735159,0.9648303290056132
2022-01-09,1,7,39.3,44.1,3.14,6.29,0.87,27.27,41,Sunday,1,Good,0.8911562605087843,0.4992042937928557
2022-01-10,0,1,86.47,99.65,10.81,7.5,1.24,31.21,118,Monday,0,Moderate,0.8677369927007533,1.4413314115581182
2022-01-11,0,2,93.69,113.94,6.91,7.52,1.22,34.49,231,Tuesday,0,Poor,0.8222748093492356,0.9188817568061746
2022-01-12,0,3,115.58,161.38,8.93,7.75,1.49,30.86,179,Wednesday,0,Moderate,0.7161977496469358,1.1522565777334481
2022-01-13,0,4,156.23,217.25,14.17,12.11,1.92,33.83,322,Thursday,0,Very Poor,0.7191253984292106,1.1701063830665706
2022-01-14,0,5,161.15,216.8,11.81,13.68,2.01,23.39,300,Friday,0,Poor,0.7433117738324827,0.863303462497469
2022-01-15,0,6,92.03,175.69,3.48,2.06,0.9,14.59,205,Saturday,1,Poor,0.5238203356013241,1.6893121878049135
2022-01-16,1,7,132.88,227.47,5.1,1.69,1.15,14.04,310,Sunday,1,Very Poor,0.584164919146924,3.0177336228779708
2022-01-17,0,1,169.34,338.88,13.31,2.53,1.34,10.23,338,Monday,0,Very Poor,0.4997048955469519,5.26084877134873
2022-01-18,0,2,159.39,306.91,7.92,3.07,1.35,8.61,330,Tuesday,0,Very Poor,0.5193378997315857,2.5797961570157755
2022-01-19,0,3,168.08,344.99,7.29,3.22,1.51,13.58,337,Wednesday,0,Very Poor,0.48720251348727467,2.263968124322595
2022-01-20,0,4,284.88,539.69,14.36,9.91,1.98,9.02,465,Thursday,0,Severe,0.5278585757034857,1.4490399101514528
2022-01-21,0,5,333.91,419.02,9.76,10.27,3.9,28.03,434,Friday,0,Severe,0.7968831846479123,0.9503398730867838
2022-01-22,0,6,146.49,170.95,9.65,9.0,1.93,19.13,365,Saturday,1,Very Poor,0.8569171771326601,1.0722210308655213
2022-01-23,1,7,112.86,128.02,9.59,7.93,1.56,20.27,220,Sunday,1,Poor,0.8815809341055354,1.2093301269481376
2022-01-24,0,1,136.58,162.36,9.6,8.39,2.2,19.4,283,Monday,0,Poor,0.841216996722284,1.1442179449130572
2022-01-25,0,2,117.64,164.14,9.58,8.21,1.96,19.53,207,Tuesday,0,Poor,0.7167052079502128,1.1668682498559684
2022-01-26,1,3,133.37,179.09,9.59,8.6,1.77,23.4,292,Wednesday,0,Poor,0.7447093224239588,1.115114982424439
2022-01-27,0,4,124.59,164.06,9.58,8.3,1.57,29.45,279,Thursday,0,Poor,0.7594172400696549,1.154215476848823
2022-01-28,0,5,107.08,159.79,9.54,8.01,1.35,32.61,224,Friday,0,Poor,0.6701295030897113,1.1910097490514993
2022-01-29,0,6,118.42,194.84,12.09,8.01,1.45,33.76,247,Saturday,1,Poor,0.6077807119800497,1.5093614115338183
2022-01-30,1,7,136.49,191.22,9.99,8.69,1.38,35.91,270,Sunday,1,Poor,0.7137851315874317,1.1495959153096489
2022-01-31,0,1,212.44,269.23,16.09,9.15,1.98,25.3,321,Monday,0,Very Poor,0.7890650823063893,1.7584680235322148
2022-02-01,0,2,200.2,245.48,7.96,11.07,1.48,20.03,376,Tuesday,0,Very Poor,0.8155450213644687,0.7190598743813239
2022-02-02,0,3,137.15,189.65,7.76,9.79,0.31,30.13,327,Wednesday,0,Very Poor,0.723174230257093,0.7926447470431593
2022-02-03,0,4,122.9,145.08,6.34,12.69,0.55,27.83,302,Thursday,0,Very Poor,0.8471187726000294,0.49960559526745846
2022-02-04,0,5,55.45,51.03,23.56,16.21,1.06,28.64,153,Friday,0,Moderate,1.0866155033087392,1.4534229158402738
2022-02-05,0,6,106.6,214.4,22.33,11.45,0.81,25.75,196,Saturday,1,Moderate,0.49720146934694637,1.9502166373653822
2022-02-06,1,7,222.4,306.91,26.94,11.59,3.36,25.55,325,Sunday,1,Very Poor,0.7246423796995087,2.3244155958450428
2022-02-07,0,1,177.28,290.62,28.84,10.19,1.47,25.35,291,Monday,0,Poor,0.6100061726651238,2.8302229340304867
2022-02-08,0,2,178.34,297.03,26.78,11.34,1.37,28.58,312,Tuesday,0,Very Poor,0.6004107127087934,2.361549945723152
2022-02-09,0,3,83.57,130.3,17.15,10.19,1.19,34.29,221,Wednesday,0,Poor,0.6413660290586316,1.6830209195084205
2022-02-10,0,4,91.43,159.66,17.28,10.28,1.01,30.11,189,Thursday,0,Moderate,0.5726543547128677,1.6809322169920071
2022-02-11,0,5,75.33,150.38,16.52,8.6,0.58,32.35,154,Friday,0,Moderate,0.5009309415526705,1.9209279989209316
2022-02-12,0,6,103.46,205.6,20.69,6.89,0.64,29.56,206,Saturday,1,Poor,0.5032100922563184,3.0028983992766345
2022-02-13,1,7,128.11,234.49,23.96,7.23,1.22,24.86,261,Sunday,1,Poor,0.5463345751914975,3.313964987600294
2022-02-14,0,1,138.33,262.43,29.0,6.63,1.32,23.8,258,Monday,0,Poor,0.5271119716834215,4.374050717872221
2022-02-15,0,2,130.54,273.39,48.96,7.67,1.62,21.22,246,Tuesday,0,Poor,0.47748635731056893,6.383303281221276
2022-02-16,0,3,122.57,259.51,37.99,7.63,1.0,35.12,253,Wednesday,0,Poor,0.4723131874566226,4.9790236185797925
2022-02-17,0,4,110.41,200.28,32.95,6.58,0.97,23.53,250,Thursday,0,Poor,0.5512781829799189,5.007591173873597
2022-02-18,0,5,119.32,221.72,31.48,6.99,1.18,19.35,258,Friday,0,Poor,0.5381562088148922,4.50357009503563
2022-02-19,0,6,88.12,173.13,26.18,6.76,0.84,27.62,175,Saturday,1,Moderate,0.5089816606606793,3.8727753361311597
2022-02-20,1,7,79.64,158.27,20.02,6.58,0.7,34.78,176,Sunday,1,Moderate,0.5031907181910205,3.0425485675553685
